Time,Balance,Product,Value,Unit
April 2021,Net Electricity Production,Hydro,3245.1672,GWh
April 2021,Net Electricity Production,Wind,1546.0847,GWh
April 2021,Net Electricity Production,Solar,2330.2766,GWh
April 2021,Net Electricity Production,Geothermal,459.0695,GWh
April 2021,Net Electricity Production,Other Renewables,0.0,GWh
April 2021,Net Electricity Production,Not Specified,35.4863,GWh
April 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9171.3381,GWh
April 2021,Total Imports,Electricity,3188.2356,GWh
April 2021,Total Exports,Electricity,310.1044,GWh
April 2021,Used for pumped storage,Electricity,275.4583,GWh
April 2021,Distribution Losses,Electricity,1382.7046,GWh
April 2021,Final Consumption (Calculated),Electricity,22394.8536,GWh
March 2021,Net Electricity Production,Electricity,22247.8772,GWh
March 2021,Net Electricity Production,Nuclear,0.0,GWh
March 2021,Net Electricity Production,Total Combustible Fuels,14331.3006,GWh
March 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1185.2036,GWh
March 2021,Net Electricity Production,Oil and Petroleum Products,791.2872,GWh
March 2021,Net Electricity Production,Natural Gas,10532.5831,GWh
March 2021,Net Electricity Production,Combustible Renewables,1632.9539,GWh
March 2021,Net Electricity Production,Other Combustible Non-Renewables,189.2728,GWh
March 2021,Net Electricity Production,Hydro,3253.326,GWh
March 2021,Net Electricity Production,Wind,1832.0251,GWh
March 2021,Net Electricity Production,Solar,2320.6672,GWh
March 2021,Net Electricity Production,Geothermal,475.0719,GWh
March 2021,Net Electricity Production,Other Renewables,0.0,GWh
March 2021,Net Electricity Production,Not Specified,35.4863,GWh
March 2021,Net Electricity Production,"Total Renewables (Geo, Solar, Wind, Other)",9514.0441,GWh
March 2021,Total Imports,Electricity,4469.3302,GWh
March 2021,Total Exports,Electricity,206.0694,GWh
March 2021,Used for pumped storage,Electricity,250.4167,GWh
March 2021,Distribution Losses,Electricity,1523.5869,GWh
March 2021,Final Consumption (Calculated),Electricity,24737.1344,GWh
February 2021,Net Electricity Production,Electricity,20561.6795,GWh
February 2021,Net Electricity Production,Nuclear,0.0,GWh
February 2021,Net Electricity Production,Total Combustible Fuels,13384.7167,GWh
February 2021,Net Electricity Production,"Coal, Peat and Manufactured Gases",1116.4581,GWh
February 2021,Net Electricity Production,Oil and Petroleum Products,745.39,GWh
